1 11 21 31 
1 13 26 32 
2 13 23 33 
1 16 29 33 
1 16 24 32 
1 15 24 33 
1 16 23 32 
1 16 29 32 
1 16 23 32 
1 12 28 34 
2 18 23 34 
1 15 27 32 
1 14 27 32 
1 16 22 32 
1 11 22 34 
1 16 22 32 
2 12 24 34 
1 12 22 32 
1 14 22 32 
1 12 22 36 
1 12 22 32 
1 12 22 32 
1 16 22 32 
1 16 22 32 
2 18 23 34 
1 14 22 32 
1 15 27 35 
1 15 27 34 
1 13 25 32 
9 16 22 32 
1 18 23 32 
2 18 23 32 
2 19 27 39 
1 14 22 34 
2 16 23 32 
1 15 22 32 
1 13 23 32 
1 14 22 32 
1 16 22 35 
2 16 22 32 
1 12 30 35 
2 14 25 34 
1 14 27 34 
3 16 23 32 
1 16 22 32 
1 14 27 32 
1 18 23 32 
1 19 27 35 
1 11 28 32 
1 16 22 35 
1 12 23 32 
3 18 23 32 
1 14 22 32 
1 12 21 32 
1 19 27 32 
2 16 23 36 
2 19 25 34 
1 14 30 32 
6 14 27 34 
2 14 22 32 
2 14 22 35 
1 14 22 32 
1 13 24 35 
1 18 29 32 
1 14 27 34 
1 15 24 33 
2 12 23 32 
1 16 23 32 
2 14 22 32 
1 16 22 32 
1 16 24 32 
1 12 21 36 
1 12 21 34 
1 15 24 32 
2 16 22 32 
2 16 22 32 
1 14 22 32 
1 18 29 36 
1 14 22 32 
1 18 23 35 
1 14 22 32 
1 12 30 32 
1 17 21 35 
1 18 25 32 
1 13 24 34 
1 12 21 34 
4 14 27 34 
2 14 25 32 
1 15 24 32 
1 14 27 34 
2 14 22 34 
1 15 30 34 
1 14 27 32 
2 13 23 35 
1 14 22 32 
1 15 24 32 
1 12 22 33 
4 13 23 35 
1 11 25 32 
1 12 23 32 
1 12 23 35 
1 16 23 34 
1 12 23 34 
2 12 23 38 
1 12 23 32 
1 19 26 34 
1 15 22 36 
1 15 22 32 
1 12 22 32 
1 14 22 32 
2 16 22 32 
1 12 21 35 
1 14 22 32 
1 12 21 32 
1 16 29 32 
1 18 29 32 
4 16 22 32 
2 14 25 32 
1 16 23 35 
6 19 25 32 
1 12 22 32 
1 18 23 32 
1 12 23 32 
1 15 24 34 
1 14 22 35 
9 19 22 34 
1 12 22 35 
4 12 26 32 
1 16 29 32 
4 12 23 32 
2 16 22 32 
3 16 23 32 
1 17 22 32 
3 14 22 32 
2 16 22 34 
1 17 22 32 
1 19 28 34 
1 12 22 32 
8 18 22 32 
1 13 26 34 
2 14 22 36 
3 14 22 32 
1 13 26 32 
1 14 22 32 
2 16 22 32 
2 16 23 32 
2 14 22 34 
1 12 22 34 
1 14 27 32 
2 16 22 32 
1 14 27 37 
1 12 22 39 
1 14 22 34 
1 13 23 32 
1 12 24 35 
1 15 24 35 
1 13 25 32 
3 18 25 32 
2 16 23 32 
1 14 22 32 
1 19 27 32 
8 19 27 35 
1 16 30 32 
1 20 26 34 
1 19 27 32 
1 15 22 32 
1 16 22 34 
1 14 22 32 
7 14 27 32 
1 16 22 32 
1 14 26 32 
1 14 22 32 
1 12 23 35 
1 19 29 33 
3 16 23 34 
1 15 24 35 
1 18 29 36 
1 19 30 32 
1 12 30 34 
1 14 27 36 
1 16 23 34 
1 19 25 33 
1 16 21 32 
1 18 23 33 
1 12 22 32 
7 14 27 32 
1 19 22 32 
1 16 22 32 
1 13 23 35 
1 16 22 32 
2 11 28 32 
1 12 21 34 
1 19 27 32 
1 19 27 35 
1 15 24 33 
1 16 23 32 
1 13 23 38 
7 18 22 35 
3 19 27 32 
3 14 22 32 
1 16 22 32 
1 12 25 32 
1 18 23 35 
1 18 23 32 
1 18 29 32 
1 14 22 34 
1 14 22 32 
1 12 21 32 
1 13 24 34 
1 15 27 34 
1 18 25 32 
4 14 25 32 
1 14 22 32 
1 13 23 35 
2 13 23 34 
1 19 27 32 
2 11 28 33 
1 14 23 34 
1 12 23 36 
3 14 27 32 
1 11 25 32 
1 19 27 34 
2 14 29 34 
1 16 22 32 
4 16 23 32 
2 14 27 32 
1 18 23 33 
1 19 30 32 
1 18 23 32 
1 15 24 35 
2 16 23 32 
1 11 28 34 
1 14 22 32 
1 16 22 32 
1 12 22 32 
1 15 22 32 
1 18 23 32 
1 12 23 32 
1 17 29 32 
1 14 27 36 
1 15 27 32 
1 18 29 32 
1 18 29 34 
2 16 22 32 
2 14 27 36 
1 16 24 32 
2 18 29 34 
10 16 23 36 
1 11 22 32 
1 12 22 38 
1 15 27 36 
1 15 24 35 
6 13 23 33 
1 17 22 33 
1 12 23 33 
1 15 22 35 
1 18 22 32 
1 14 22 32 
1 14 23 35 
1 16 22 32 
2 16 23 32 
1 13 21 35 
1 18 29 35 
1 12 23 32 
1 16 29 32 
1 12 22 32 
1 14 27 32 
1 19 27 32 
3 13 23 38 
3 14 25 32 
6 19 27 32 
1 19 27 34 
1 14 22 32 
9 16 23 35 
2 16 24 35 
3 16 29 32 
1 14 29 36 
1 16 23 32 
1 15 24 35 
2 14 22 32 
1 14 22 32 
1 18 26 32 
1 12 26 35 
2 13 23 32 
1 19 27 32 
1 11 28 32 
1 13 23 32 
1 18 23 34 
1 14 27 34 
4 16 22 32 
1 12 21 33 
1 11 28 32 
1 18 29 36 
2 18 24 35 
4 19 27 34 
1 19 27 34 
1 18 23 32 
1 15 27 32 
1 15 27 34 
6 18 23 32 
2 16 23 34 
2 14 25 34 
1 15 22 32 
1 12 22 32 
1 16 22 32 
1 12 22 35 
2 16 22 32 
1 16 23 32 
1 16 23 32 
2 16 22 37 
2 16 22 32 
2 14 27 33 
1 16 22 32 
1 18 29 36 
2 16 24 37 
1 15 22 32 
1 15 22 35 
3 14 22 34 
1 18 26 32 
1 18 25 32 
2 16 29 38 
1 16 22 32 
1 15 22 32 
1 14 23 32 
1 13 26 38 
1 18 24 32 
1 19 27 32 
1 12 23 38 
1 12 22 34 
1 12 30 35 
1 19 22 32 
2 16 22 34 
1 12 22 35 
1 14 30 32 
1 12 23 39 
1 12 23 32 
3 14 27 35 
7 14 25 32 
1 12 23 36 
1 12 23 33 
1 15 27 35 
1 15 24 35 
2 16 23 32 
1 12 23 37 
1 13 23 32 
3 13 23 32 
1 13 24 34 
1 13 23 34 
1 15 30 32 
4 18 23 34 
1 14 22 34 
1 16 21 32 
1 11 25 32 
1 15 27 33 
1 16 23 32 
1 12 30 34 
3 15 22 35 
1 14 30 32 
3 13 23 34 
1 12 21 34 
1 12 23 32 
2 16 23 32 
1 14 23 32 
2 15 22 38 
1 18 23 35 
1 20 26 32 
1 16 23 32 
2 13 23 33 
1 14 27 32 
2 14 25 32 
1 15 27 33 
4 12 26 32 
3 18 22 32 
9 19 27 34 
1 14 27 34 
1 13 23 34 
1 13 23 32 
1 16 22 32 
1 20 26 32 
1 13 23 32 
1 19 25 36 
1 15 24 34 
1 19 25 32 
1 16 22 34 
1 16 23 32 
1 19 25 32 
1 14 27 32 
1 12 28 32 
1 11 28 38 
1 11 28 33 
1 11 28 35 
1 16 23 32 
1 15 24 35 
1 12 30 35 
1 12 26 34 
1 14 23 34 
2 16 29 32 
1 18 27 36 
1 12 22 32 
1 16 23 32 
1 16 29 33 
3 16 23 33 
1 17 22 32 
1 12 23 32 
1 16 24 37 
1 16 26 32 
2 18 29 32 
1 14 27 34 
1 16 26 35 
1 16 22 32 
1 18 23 35 
3 16 23 32 
2 19 25 32 
1 16 22 32 
1 16 22 32 
7 19 25 33 
7 19 25 32 
1 16 22 32 
1 18 28 36 
4 12 26 33 
5 13 23 38 
1 12 22 34 
1 16 23 34 
2 16 29 32 
1 12 23 32 
1 16 29 32 
8 19 27 32 
1 13 23 32 
3 12 26 32 
6 12 22 32 
1 13 26 32 
1 14 22 37 
3 12 26 32 
3 16 23 32 
1 15 24 32 
2 14 25 32 
7 18 23 38 
10 13 23 35 
2 17 22 32 
1 12 26 38 
1 12 22 32 
1 15 24 32 
1 18 25 32 
3 14 22 32 
1 14 22 34 
3 14 27 32 
6 15 22 32 
10 12 22 32 
10 13 23 35 
1 15 24 34 
1 16 26 32 
1 17 22 32 
1 15 24 35 
1 14 22 32 
3 16 22 35 
1 19 25 33 
8 14 27 34 
2 14 29 32 
1 12 21 32 
1 11 28 34 
1 18 25 32 
1 18 29 32 
1 16 22 32 
6 16 23 32 
1 15 24 33 
2 11 28 32 
1 13 23 34 
1 16 22 32 
1 16 23 32 
1 15 27 32 
4 16 23 35 
1 13 23 33 
1 13 23 32 
1 19 27 34 
1 14 22 35 
1 12 30 34 
1 12 23 34 
1 13 23 37 
1 18 22 32 
1 13 23 32 
2 18 22 32 
1 19 27 36 
1 19 30 32 
1 18 29 34 
2 14 27 37 
3 19 25 32 
1 20 26 32 
1 16 23 32 
1 12 26 32 
1 15 24 33 
3 16 23 34 
3 14 27 34 
1 18 25 36 
1 15 22 32 
1 14 26 35 
2 14 22 36 
1 16 24 33 
10 14 27 34 
4 16 23 38 
1 19 28 32 
7 14 27 32 
1 16 24 32 
1 14 22 32 
2 16 29 32 
1 15 24 32 
1 13 30 34 
1 12 22 36 
1 16 28 32 
1 15 24 35 
1 15 24 34 
1 15 22 33 
1 19 22 34 
1 18 29 34 
3 16 23 32 
1 13 23 32 
1 16 23 32 
1 16 23 32 
1 16 23 32 
1 19 25 32 
2 13 23 32 
1 17 22 32 
1 14 27 32 
1 14 27 32 
1 15 24 32 
2 14 22 34 
1 13 23 32 
1 19 25 32 
1 19 25 32 
1 19 25 32 
2 19 25 32 
1 15 22 32 
1 20 27 32 
1 12 30 32 
1 18 25 35 
1 19 25 32 
1 18 23 34 
1 19 25 32 
1 16 24 32 
1 19 29 32 
3 12 22 32 
3 12 23 34 
1 19 25 32 
9 13 23 32 
1 16 23 32 
1 19 25 33 
2 19 22 32 
2 14 23 34 
1 16 23 38 
2 16 23 32 
3 18 23 36 
1 15 24 32 
1 17 29 34 
7 14 25 32 
1 17 22 32 
1 16 22 35 
1 19 24 32 
1 15 22 34 
1 15 22 32 
1 14 27 35 
2 16 23 34 
1 16 28 35 
1 15 24 35 
1 13 23 32 
1 15 24 34 
1 16 22 38 
1 14 22 32 
1 19 27 32 
1 15 24 34 
1 16 22 32 
1 11 28 32 
2 12 26 37 
2 12 26 34 
1 18 23 32 
1 18 23 32 
1 18 23 32 
1 15 22 32 
1 12 23 34 
1 14 29 35 
1 12 24 33 
7 14 27 35 
1 14 27 32 
1 12 24 32 
1 18 29 34 
1 18 29 38 
1 18 29 33 
1 19 27 38 
1 14 22 33 
1 14 27 32 
1 15 30 38 
2 16 24 34 
1 15 27 35 
2 14 27 35 
1 12 26 32 
1 12 23 32 
4 12 22 32 
1 14 23 32 
2 19 25 32 
7 16 23 32 
1 12 26 34 
1 14 22 35 
1 15 27 32 
1 19 27 33 
1 18 23 32 
1 13 23 32 
1 16 23 32 
1 14 30 32 
1 14 22 34 
1 14 22 33 
10 13 23 32 
1 16 23 32 
1 18 29 32 
1 14 22 35 
1 14 22 33 
1 19 27 32 
1 15 30 33 
1 19 26 34 
1 16 24 32 
2 16 22 32 
1 16 23 32 
3 14 22 34 
1 15 27 32 
2 14 22 32 
6 13 23 32 
1 12 23 34 
1 13 23 32 
